batch_id,input_symbol,input_company_name,nse_symbol,nse_issuer_name,symbol_match_status,isin,listing_status,nse_macro,nse_sector,nse_industry,nse_basic_industry,index,index_list,pd_sector_index,source,confidence,notes
ind_nifty500,VAML,Vedanta Aluminium Metal Ltd.,VAML,Vedanta Aluminium Metal Limited,exact_symbol_match,,,,,,,,,,NSE quote API secInfo,0.2,classification_missing_or_fetch_failed
ind_nifty500,VISL,Vedanta Iron and Steel Ltd.,VISL,Vedanta Iron and Steel Limited,exact_symbol_match,,,,,,,,,,NSE quote API secInfo,0.2,classification_missing_or_fetch_failed
ind_nifty500,VEDL,Vedanta Ltd.,VEDL,Vedanta Limited,exact_symbol_match,INE205A01025,Listed,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,Nifty Next 50,NIFTY NEXT 50; NIFTY 100; NIFTY 200; NIFTY 500; NIFTY ALPHA 50; NIFTY COMMODITIES; NIFTY DIVIDEND OPPORTUNITIES 50; NIFTY HIGH BETA 50; NIFTY INDIA FPI 150; NIFTY INDIA MANUFACTURING; NIFTY LARGEMIDCAP 250; NIFTY METAL; NIFTY MNC; NIFTY TOTAL MARKET; NIFTY100 ALPHA 30; NIFTY100 EQUAL WEIGHT; NIFTY100 LIQUID 15; NIFTY200 ALPHA 30; NIFTY200 VALUE 30; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 VALUE 50,NIFTY 500,NSE quote API secInfo,0.9,
ind_nifty500,VOGL,Vedanta Oil and Gas Ltd.,VOGL,Vedanta Oil and Gas Limited,exact_symbol_match,,,,,,,,,,NSE quote API secInfo,0.2,classification_missing_or_fetch_failed
ind_nifty500,VEDPOWER,Vedanta Power Ltd.,VEDPOWER,Vedanta Power Limited,exact_symbol_match,,,,,,,,,,NSE quote API secInfo,0.2,classification_missing_or_fetch_failed
ind_nifty500,VIJAYA,Vijaya Diagnostic Centre Ltd.,VIJAYA,Vijaya Diagnostic Centre Limited,exact_symbol_match,INE043W01024,Listed,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,Nifty 500,NIFTY 500; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY SMALLCAP250 MOMENTUM QUALITY 100; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 HEALTHCARE; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25,-,NSE quote API secInfo,0.9,
ind_nifty500,IDEA,Vodafone Idea Ltd.,IDEA,Vodafone Idea Limited,exact_symbol_match,INE669E01016,Listed,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,Nifty 200,NIFTY 200; NIFTY 500; NIFTY CONGLOMERATE 50; NIFTY HIGH BETA 50; NIFTY INDIA CORPORATE GROUP INDEX - ADITYA BIRLA GROUP; NIFTY INDIA DIGITAL; NIFTY INDIA FPI 150; NIFTY INDIA INFRASTRUCTURE & LOGISTICS; NIFTY INDIA NEW AGE CONSUMPTION; NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR); NIFTY LARGEMIDCAP 250; NIFTY MIDCAP 100; NIFTY MIDCAP 150; NIFTY MIDCAP150 MOMENTUM 50; NIFTY MIDSMALL INDIA CONSUMPTION; NIFTY MIDSMALL IT & TELECOM; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY RURAL; NIFTY TELECOMMUNICATIONS; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20,NIFTY 500,NSE quote API secInfo,0.9,
ind_nifty500,WAAREEENER,Waaree Energies Ltd.,WAAREEENER,Waaree Energies Limited,exact_symbol_match,INE377N01017,Listed,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,Nifty Midcap 50,NIFTY MIDCAP 50; NIFTY 200; NIFTY 500; NIFTY CAPITAL GOODS; NIFTY INDIA FPI 150; NIFTY LARGEMIDCAP 250; NIFTY MIDCAP 100; NIFTY MIDCAP 150; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25,-,NSE quote API secInfo,0.9,
ind_nifty500,WELCORP,Welspun Corp Ltd.,WELCORP,Welspun Corp Limited,exact_symbol_match,INE191B01025,Listed,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Nifty 500,NIFTY 500; NIFTY CAPITAL GOODS; NIFTY METAL; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100; NIFTY SMALLCAP 100; NIFTY SMALLCAP 250; NIFTY SMALLCAP 50; NIFTY SMALLCAP 500; NIFTY SMALLCAP250 MOMENTUM QUALITY 100; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20; NIFTY500 SHARIAH,NIFTY INFRASTRUCTURE,NSE quote API secInfo,0.9,
ind_nifty500,WELSPUNLIV,Welspun Living Ltd.,WELSPUNLIV,Welspun Living Limited,exact_symbol_match,INE192B01031,Listed,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Nifty 500,NIFTY 500; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY SMALLCAP250 MOMENTUM QUALITY 100; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 SHARIAH,-,NSE quote API secInfo,0.9,
ind_nifty500,WIPRO,Wipro Ltd.,WIPRO,Wipro Limited,exact_symbol_match,INE075A01022,Listed,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Nifty 50,NIFTY 50; NIFTY 100; NIFTY 200; NIFTY 500; NIFTY ALPHA QUALITY VALUE LOW-VOLATILITY 30; NIFTY DIVIDEND OPPORTUNITIES 50; NIFTY INDIA DIGITAL; NIFTY INDIA FPI 150; NIFTY IT; NIFTY LARGEMIDCAP 250; NIFTY LOW VOLATILITY 50; NIFTY SERVICES SECTOR; NIFTY TOTAL MARKET; NIFTY100 ENHANCED ESG; NIFTY100 EQUAL WEIGHT; NIFTY100 ESG; NIFTY100 ESG SECTOR LEADERS; NIFTY100 LOW VOLATILITY 30; NIFTY100 QUALITY 30; NIFTY50 EQUAL WEIGHT; NIFTY50 VALUE 20; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 LOW VOLATILITY 50; NIFTY500 MULTICAP 50:25:25,NIFTY IT,NSE quote API secInfo,0.9,
ind_nifty500,YESBANK,Yes Bank Ltd.,YESBANK,Yes Bank Limited,exact_symbol_match,INE528G01035,Listed,Financial Services,Financial Services,Banks,Private Sector Bank,Nifty Bank,NIFTY BANK; NIFTY MIDCAP 50; NIFTY 200; NIFTY 500; NIFTY HOUSING; NIFTY INDIA FPI 150; NIFTY LARGEMIDCAP 250; NIFTY MIDCAP 100; NIFTY MIDCAP 150; NIFTY MIDCAP LIQUID 15; NIFTY MIDCAP SELECT; NIFTY MIDSMALL FINANCIAL SERVICES; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY PRIVATE BANK; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25,NIFTY BANK,NSE quote API secInfo,0.9,
ind_nifty500,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,exact_symbol_match,INE342J01019,Listed,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Nifty 500,NIFTY 500; NIFTY EV & NEW AGE AUTOMOTIVE; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20; NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20,-,NSE quote API secInfo,0.9,
ind_nifty500,ZEEL,Zee Entertainment Enterprises Ltd.,ZEEL,Zee Entertainment Enterprises Limited,exact_symbol_match,INE256A01028,Listed,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,Nifty 500,NIFTY 500; NIFTY INDIA NEW AGE CONSUMPTION; NIFTY MEDIA; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY TOTAL MARKET; NIFTY WAVES; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 VALUE 50,NIFTY MEDIA,NSE quote API secInfo,0.9,
ind_nifty500,ZENTEC,Zen Technologies Ltd.,ZENTEC,Zen Technologies Limited,exact_symbol_match,INE251B01027,Listed,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,Nifty 500,NIFTY 500; NIFTY INDIA DEFENCE; NIFTY INDIA INFRASTRUCTURE & LOGISTICS; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY SMALLCAP250 MOMENTUM QUALITY 100; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 QUALITY 50,NIFTY IT,NSE quote API secInfo,0.9,
ind_nifty500,ZENSARTECH,Zensar Technolgies Ltd.,ZENSARTECH,Zensar Technologies Limited,exact_symbol_match,INE520A01027,Listed,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Nifty 500,NIFTY 500; NIFTY CONGLOMERATE 50; NIFTY INDIA DIGITAL; NIFTY MIDSMALL IT & TELECOM; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100; NIFTY SMALLCAP 100; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY SMALLCAP250 MOMENTUM QUALITY 100; NIFTY SMALLCAP250 QUALITY 50; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25,NIFTY IT,NSE quote API secInfo,0.9,
ind_nifty500,360ONE,360 ONE WAM Ltd.,360ONE,360 ONE WAM LIMITED,exact_symbol_match,INE466L01038,Listed,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,Nifty 200,NIFTY 200; NIFTY 500; NIFTY CAPITAL MARKETS; NIFTY FINANCIAL SERVICES EX-BANK; NIFTY INDIA NEW AGE CONSUMPTION; NIFTY LARGEMIDCAP 250; NIFTY MIDCAP 100; NIFTY MIDCAP 150; NIFTY MIDCAP150 QUALITY 50; NIFTY MIDSMALL FINANCIAL SERVICES; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 MULTICAP MOMENTUM QUALITY 50,-,NSE quote API secInfo,0.9,
nifty_500_shariah,3MINDIA,3M India Ltd.,3MINDIA,3M India Limited,exact_symbol_match,INE470A01017,Listed,Diversified,Diversified,Diversified,Diversified,Nifty 500,NIFTY 500; NIFTY LARGEMIDCAP 250; NIFTY MIDCAP 150; NIFTY MIDCAP150 MOMENTUM 50; NIFTY MIDCAP150 QUALITY 50; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY MNC; NIFTY TOTAL MARKET; NIFTY TOTAL MARKET MOMENTUM QUALITY 50; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 SHARIAH,NIFTY 500,NSE quote API secInfo,0.9,
ind_nifty500,AARTIIND,Aarti Industries Ltd.,AARTIIND,Aarti Industries Limited,exact_symbol_match,INE769A01020,Listed,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Nifty 500,NIFTY 500; NIFTY CHEMICALS; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY SMALLCAP 100; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20,NIFTY 500,NSE quote API secInfo,0.9,
ind_nifty500,AAVAS,Aavas Financiers Ltd.,AAVAS,Aavas Financiers Limited,exact_symbol_match,INE216P01012,Listed,Financial Services,Financial Services,Finance,Housing Finance Company,Nifty 500,NIFTY 500; NIFTY HOUSING FINANCE; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25,NIFTY FINANCIAL SERVICES,NSE quote API secInfo,0.9,
ind_nifty500,ABB,ABB India Ltd.,ABB,ABB India Limited,exact_symbol_match,INE117A01022,Listed,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,Nifty Next 50,NIFTY NEXT 50; NIFTY 100; NIFTY 200; NIFTY 500; NIFTY CAPITAL GOODS; NIFTY ENERGY; NIFTY INDIA INFRASTRUCTURE & LOGISTICS; NIFTY INDIA MANUFACTURING; NIFTY LARGEMIDCAP 250; NIFTY MNC; NIFTY TOTAL MARKET; NIFTY100 ENHANCED ESG; NIFTY100 EQUAL WEIGHT; NIFTY100 ESG; NIFTY100 ESG SECTOR LEADERS; NIFTY100 QUALITY 30; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 QUALITY 50,NIFTY INFRASTRUCTURE,NSE quote API secInfo,0.9,
ind_nifty500,ABBOTINDIA,Abbott India Ltd.,ABBOTINDIA,Abbott India Limited,exact_symbol_match,INE358A01014,Permitted to trade,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Nifty 500,NIFTY 500; NIFTY HEALTHCARE INDEX; NIFTY LARGEMIDCAP 250; NIFTY MIDCAP 150; NIFTY MIDCAP150 MOMENTUM 50; NIFTY MIDCAP150 QUALITY 50; NIFTY MIDSMALL HEALTHCARE; NIFTY MIDSMALL INDIA CONSUMPTION; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY MNC; NIFTY PHARMA; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 HEALTHCARE; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25,-,NSE quote API secInfo,0.9,
ind_nifty500,ABCAPITAL,Aditya Birla Capital Ltd.,ABCAPITAL,Aditya Birla Capital Limited,exact_symbol_match,INE674K01013,Listed,Financial Services,Financial Services,Finance,Investment Company,Nifty 200,NIFTY 200; NIFTY 500; NIFTY ALPHA 50; NIFTY CONGLOMERATE 50; NIFTY FINANCIAL SERVICES EX-BANK; NIFTY HIGH BETA 50; NIFTY INDIA CORPORATE GROUP INDEX - ADITYA BIRLA GROUP; NIFTY INDIA FPI 150; NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR); NIFTY LARGEMIDCAP 250; NIFTY MIDCAP 100; NIFTY MIDCAP 150; NIFTY MIDCAP150 MOMENTUM 50; NIFTY MIDSMALL FINANCIAL SERVICES; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY TOTAL MARKET; NIFTY200 ALPHA 30; NIFTY200 MOMENTUM 30; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MOMENTUM 50; NIFTY500 MULTICAP 50:25:25,NIFTY FINANCIAL SERVICES,NSE quote API secInfo,0.9,
ind_nifty500,ABDL,Allied Blenders and Distillers Ltd.,ABDL,Allied Blenders and Distillers Limited,exact_symbol_match,INE552Z01027,Listed,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,Nifty 500,NIFTY 500; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25,-,NSE quote API secInfo,0.9,
nifty_500_shariah,ABFRL,Aditya Birla Fashion and Retail Ltd.,ABFRL,Aditya Birla Fashion and Retail Limited,exact_symbol_match,INE647O01011,Listed,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,Nifty 500,NIFTY 500; NIFTY INDIA CORPORATE GROUP INDEX - ADITYA BIRLA GROUP; NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR); NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 SHARIAH,-,NSE quote API secInfo,0.9,
nifty_500_shariah,ABLBL,Aditya Birla Lifestyle Brands Ltd.,ABLBL,Aditya Birla Lifestyle Brands Limited,exact_symbol_match,INE14LE01019,Listed,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,Nifty 500,NIFTY 500; NIFTY INDIA CORPORATE GROUP INDEX - ADITYA BIRLA GROUP; NIFTY INDIA NEW AGE CONSUMPTION; NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR); NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 SHARIAH,-,NSE quote API secInfo,0.9,
ind_nifty500,ABSLAMC,Aditya Birla Sun Life AMC Ltd.,ABSLAMC,Aditya Birla Sun Life AMC Limited,exact_symbol_match,INE404A01024,Listed,Financial Services,Financial Services,Capital Markets,Asset Management Company,Nifty 500,NIFTY 500; NIFTY CAPITAL MARKETS; NIFTY INDIA CORPORATE GROUP INDEX - ADITYA BIRLA GROUP; NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR); NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY SMALLCAP250 MOMENTUM QUALITY 100; NIFTY SMALLCAP250 QUALITY 50; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 QUALITY 50,-,NSE quote API secInfo,0.9,
ind_nifty500,ACC,ACC Ltd.,ACC,ACC Limited,exact_symbol_match,INE012A01025,Listed,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Nifty 500,NIFTY 500; NIFTY CEMENT; NIFTY CORE HOUSING; NIFTY INDIA INFRASTRUCTURE & LOGISTICS; NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR); NIFTY LARGEMIDCAP 250; NIFTY MIDCAP 150; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY RURAL; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 LOW VOLATILITY 50; NIFTY500 MULTICAP 50:25:25; NIFTY500 MULTIFACTOR MQVLV 50,NIFTY COMMODITIES,NSE quote API secInfo,0.9,
nifty_500_shariah,ACE,Action Construction Equipment Ltd.,ACE,Action Construction Equipment Limited,exact_symbol_match,INE731H01025,Listed,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Construction Vehicles,Nifty 500,NIFTY 500; NIFTY INDIA INFRASTRUCTURE & LOGISTICS; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY SMALLCAP250 MOMENTUM QUALITY 100; NIFTY SMALLCAP250 QUALITY 50; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 QUALITY 50; NIFTY500 SHARIAH,NIFTY 500,NSE quote API secInfo,0.9,
ind_nifty500,ACMESOLAR,ACME Solar Holdings Ltd.,ACMESOLAR,Acme Solar Holdings Limited,exact_symbol_match,INE622W01025,Listed,Utilities,Power,Power,Power Generation,Nifty 500,NIFTY 500; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY POWER; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY TOTAL MARKET; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25,-,NSE quote API secInfo,0.9,
nifty_500_shariah,ACUTAAS,Acutaas Chemicals Ltd.,ACUTAAS,Acutaas Chemicals Limited,exact_symbol_match,INE00FF01025,Listed,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Nifty 500,NIFTY 500; NIFTY MIDSMALLCAP 400; NIFTY MIDSMALLCAP400 50:50; NIFTY SMALLCAP 250; NIFTY SMALLCAP 500; NIFTY TOTAL MARKET; NIFTY TOTAL MARKET MOMENTUM QUALITY 50; NIFTY500 EQUAL WEIGHT; NIFTY500 HEALTHCARE; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 SHARIAH,-,NSE quote API secInfo,0.9,
ind_nifty500,ADANIENSOL,Adani Energy Solutions Ltd.,ADANIENSOL,Adani Energy Solutions Limited,exact_symbol_match,INE931S01010,Listed,Utilities,Power,Power,Power Distribution,Nifty Next 50,NIFTY NEXT 50; NIFTY 100; NIFTY 200; NIFTY 500; NIFTY COMMODITIES; NIFTY ENERGY; NIFTY HIGH BETA 50; NIFTY HOUSING; NIFTY INDIA FPI 150; NIFTY INDIA INFRASTRUCTURE & LOGISTICS; NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR); NIFTY LARGEMIDCAP 250; NIFTY POWER; NIFTY TOTAL MARKET; NIFTY100 ALPHA 30; NIFTY100 ENHANCED ESG; NIFTY100 EQUAL WEIGHT; NIFTY100 ESG; NIFTY100 ESG SECTOR LEADERS; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25,-,NSE quote API secInfo,0.9,
ind_nifty500,ADANIENT,Adani Enterprises Ltd.,ADANIENT,Adani Enterprises Limited,exact_symbol_match,INE423A01024,Listed,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Minerals,Nifty 50,NIFTY 50; NIFTY 100; NIFTY 200; NIFTY 500; NIFTY CONGLOMERATE 50; NIFTY HIGH BETA 50; NIFTY INDIA FPI 150; NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR); NIFTY LARGEMIDCAP 250; NIFTY METAL; NIFTY TOTAL MARKET; NIFTY100 ENHANCED ESG; NIFTY100 EQUAL WEIGHT; NIFTY100 ESG; NIFTY100 ESG SECTOR LEADERS; NIFTY100 LIQUID 15; NIFTY50 EQUAL WEIGHT; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25,NIFTY 500,NSE quote API secInfo,0.9,
ind_nifty500,ADANIGREEN,Adani Green Energy Ltd.,ADANIGREEN,Adani Green Energy Limited,exact_symbol_match,INE364U01010,Listed,Utilities,Power,Power,Power Generation,Nifty Next 50,NIFTY NEXT 50; NIFTY 100; NIFTY 200; NIFTY 500; NIFTY COMMODITIES; NIFTY CONGLOMERATE 50; NIFTY ENERGY; NIFTY HIGH BETA 50; NIFTY HOUSING; NIFTY INDIA FPI 150; NIFTY INDIA INFRASTRUCTURE & LOGISTICS; NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR); NIFTY INFRASTRUCTURE; NIFTY LARGEMIDCAP 250; NIFTY POWER; NIFTY RURAL; NIFTY TOTAL MARKET; NIFTY100 ENHANCED ESG; NIFTY100 EQUAL WEIGHT; NIFTY100 ESG; NIFTY100 ESG SECTOR LEADERS; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25,NIFTY 500,NSE quote API secInfo,0.9,
ind_nifty500,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,ADANIPORTS,Adani Ports and Special Economic Zone Limited,exact_symbol_match,INE742F01042,Listed,Services,Services,Transport Infrastructure,Port & Port services,Nifty 50,NIFTY 50; NIFTY 100; NIFTY 200; NIFTY 500; NIFTY COMMERCIAL & TRANSPORT SERVICES; NIFTY CONGLOMERATE 50; NIFTY HIGH BETA 50; NIFTY INDIA FPI 150; NIFTY INDIA INFRASTRUCTURE & LOGISTICS; NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR); NIFTY INFRASTRUCTURE; NIFTY LARGEMIDCAP 250; NIFTY MOBILITY; NIFTY SERVICES SECTOR; NIFTY TOTAL MARKET; NIFTY TRANSPORTATION & LOGISTICS; NIFTY100 ALPHA 30; NIFTY100 ENHANCED ESG; NIFTY100 EQUAL WEIGHT; NIFTY100 ESG; NIFTY100 ESG SECTOR LEADERS; NIFTY50 EQUAL WEIGHT; NIFTY500 EQUAL WEIGHT; NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED; NIFTY500 MULTICAP 50:25:25; NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20,NIFTY 500,NSE quote API secInfo,0.9,
